0.392: [GC 0.392: [ParNew: 1984K->320K(2304K), 0.0075019 secs] 1984K->524K(7616K), 0.0075748 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
31.690: [GC 31.690: [ParNew: 7053K->919K(7616K), 0.0012239 secs] 21299K->15165K(24732K), 0.0013056 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
31.696: [GC 31.696: [ParNew: 7411K->205K(7616K), 0.0040000 secs] 21657K->15076K(24732K), 0.0040916 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
31.705: [GC 31.705: [ParNew: 6727K->479K(7616K), 0.0010765 secs] 21597K->15350K(24732K), 0.0011344 secs] [Times: user=0.00 sys=0.01, real=0.00 secs] 
31.711: [GC 31.711: [ParNew: 6982K->539K(7616K), 0.0009876 secs] 21852K->15409K(24732K), 0.0010469 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
31.716: [GC 31.716: [ParNew: 7064K->560K(7616K), 0.0011933 secs] 21935K->15430K(24732K), 0.0012563 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
31.721: [GC 31.721: [ParNew: 7055K->593K(7616K), 0.0011276 secs] 21925K->15632K(24732K), 0.0011891 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
31.728: [GC 31.728: [ParNew: 7110K->272K(7616K), 0.0011713 secs] 22150K->15580K(24732K), 0.0012608 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
31.735: [GC 31.735: [ParNew: 6798K->585K(7616K), 0.0008690 secs] 22106K->15892K(24732K), 0.0009532 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
31.741: [GC 31.741: [ParNew: 7094K->485K(7616K), 0.0012230 secs] 22401K->15846K(24732K), 0.0013005 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
31.747: [GC 31.747: [ParNew: 6982K->700K(7616K), 0.0011322 secs] 22343K->16061K(24732K), 0.0011975 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
31.752: [GC 31.752: [ParNew: 7128K->640K(7616K), 0.0017832 secs] 22489K->16374K(24732K), 0.0018898 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
31.758: [GC 31.758: [ParNew: 7135K->453K(7616K), 0.0011867 secs] 22869K->16388K(24732K), 0.0012592 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
31.764: [GC 31.764: [ParNew: 6954K->1039K(7616K), 0.0011876 secs] 22889K->16974K(24732K), 0.0012560 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
31.770: [GC 31.770: [ParNew: 7536K->251K(7616K), 0.0015040 secs] 23471K->16897K(24732K), 0.0015905 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
31.775: [GC 31.776: [ParNew: 6701K->394K(7616K), 0.0008549 secs] 23347K->17040K(24732K), 0.0009092 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
31.781: [GC 31.781: [ParNew: 6913K->607K(7616K), 0.0010475 secs] 23559K->17253K(24732K), 0.0011083 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
31.787: [GC 31.787: [ParNew: 7135K->809K(7616K), 0.0018462 secs] 23781K->17590K(24732K), 0.0019250 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
31.793: [GC 31.793: [ParNew: 7337K->365K(7616K), 0.0011960 secs]31.795: [Tenured: 17179K->8852K(17308K), 0.0721282 secs] 24118K->8852K(24924K), [Perm : 10706K->10706K(21248K)], 0.0735533 secs] [Times: user=0.08 sys=0.01, real=0.07 secs] 
31.871: [GC 31.871: [ParNew: 6508K->378K(7616K), 0.0014677 secs] 15360K->9230K(24732K), 0.0015404 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
31.876: [GC 31.876: [ParNew: 6888K->719K(7616K), 0.0012211 secs] 15740K->9572K(24732K), 0.0012924 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
31.885: [GC 31.885: [ParNew: 7184K->626K(7616K), 0.0022507 secs] 16036K->9799K(24732K), 0.0023576 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
31.893: [GC 31.893: [ParNew: 7123K->449K(7616K), 0.0019289 secs] 16297K->9791K(24732K), 0.0020020 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
31.900: [GC 31.900: [ParNew: 6977K->542K(7616K), 0.0014886 secs] 16319K->9884K(24732K), 0.0015649 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
31.907: [GC 31.907: [ParNew: 7020K->385K(7616K), 0.0008894 secs] 16362K->9726K(24732K), 0.0009537 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
31.912: [GC 31.912: [ParNew: 6897K->402K(7616K), 0.0010263 secs] 16238K->9744K(24732K), 0.0010815 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
31.918: [GC 31.919: [ParNew: 6916K->477K(7616K), 0.0019512 secs] 16257K->9819K(24732K), 0.0020273 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
31.926: [GC 31.926: [ParNew: 6970K->489K(7616K), 0.0009471 secs] 16311K->9830K(24732K), 0.0010023 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
31.931: [GC 31.931: [ParNew: 7017K->826K(7616K), 0.0011944 secs] 16358K->10168K(24732K), 0.0012600 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
31.938: [GC 31.938: [ParNew: 7295K->729K(7616K), 0.0010770 secs] 16637K->10233K(24732K), 0.0011430 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
31.944: [GC 31.944: [ParNew: 7231K->762K(7616K), 0.0014266 secs] 16734K->10594K(24732K), 0.0015646 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
31.950: [GC 31.950: [ParNew: 7280K->46K(7616K), 0.0010576 secs] 17112K->10419K(24732K), 0.0011232 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
31.958: [GC 31.958: [ParNew: 6562K->120K(7616K), 0.0019210 secs] 16935K->10493K(24732K), 0.0019857 secs] [Times: user=0.00 sys=0.01, real=0.00 secs] 
31.965: [GC 31.965: [ParNew: 6648K->309K(7616K), 0.0009020 secs] 17021K->10682K(24732K), 0.0009514 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
31.970: [GC 31.970: [ParNew: 6826K->779K(7616K), 0.0011283 secs] 17199K->11152K(24732K), 0.0012081 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
31.976: [GC 31.976: [ParNew: 7299K->195K(7616K), 0.0012686 secs] 17672K->11126K(24732K), 0.0013463 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
31.981: [GC 31.981: [ParNew: 6694K->204K(7616K), 0.0007555 secs] 17624K->11135K(24732K), 0.0008054 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
31.986: [GC 31.986: [ParNew: 6726K->448K(7616K), 0.0015347 secs] 17657K->11378K(24732K), 0.0016106 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
31.992: [GC 31.992: [ParNew: 6969K->986K(7616K), 0.0014568 secs] 17900K->12076K(24732K), 0.0015270 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
31.998: [GC 31.998: [ParNew: 7452K->171K(7616K), 0.0017077 secs] 18543K->12156K(24732K), 0.0017802 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
32.004: [GC 32.004: [ParNew: 6681K->420K(7616K), 0.0009876 secs] 18666K->12405K(24732K), 0.0010433 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
32.009: [GC 32.009: [ParNew: 6924K->572K(7616K), 0.0010337 secs] 18910K->12557K(24732K), 0.0010906 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
32.014: [GC 32.014: [ParNew: 7082K->615K(7616K), 0.0011752 secs] 19068K->12667K(24732K), 0.0012437 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
32.020: [GC 32.020: [ParNew: 7142K->741K(7616K), 0.0012177 secs] 19194K->12955K(24732K), 0.0012867 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
32.025: [GC 32.025: [ParNew: 7261K->392K(7616K), 0.0010945 secs] 19475K->12882K(24732K), 0.0011593 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
32.030: [GC 32.031: [ParNew: 6896K->622K(7616K), 0.0009740 secs] 19386K->13112K(24732K), 0.0010335 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
32.040: [GC 32.040: [ParNew: 7091K->865K(7616K), 0.0014368 secs] 19581K->13483K(24732K), 0.0015241 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
32.048: [GC 32.048: [ParNew: 7351K->466K(7616K), 0.0012936 secs] 19968K->13497K(24732K), 0.0013785 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
32.053: [GC 32.053: [ParNew: 6898K->595K(7616K), 0.0011701 secs] 19930K->13627K(24732K), 0.0012334 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
32.060: [GC 32.060: [ParNew: 7085K->317K(7616K), 0.0012375 secs] 20116K->13685K(24732K), 0.0013131 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
32.066: [GC 32.066: [ParNew: 6799K->326K(7616K), 0.0008883 secs] 20168K->13695K(24732K), 0.0009376 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
32.073: [GC 32.073: [ParNew: 6850K->430K(7616K), 0.0009430 secs] 20219K->13799K(24732K), 0.0010116 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
32.078: [GC 32.078: [ParNew: 6951K->422K(7616K), 0.0011720 secs] 20320K->13791K(24732K), 0.0012475 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
32.084: [GC 32.085: [ParNew: 6939K->423K(7616K), 0.0013960 secs] 20308K->13791K(24732K), 0.0014748 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
32.091: [GC 32.091: [ParNew: 6951K->612K(7616K), 0.0012791 secs] 20319K->13981K(24732K), 0.0013457 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
32.096: [GC 32.096: [ParNew: 7127K->492K(7616K), 0.0011377 secs] 20496K->14054K(24732K), 0.0012091 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
32.102: [GC 32.102: [ParNew: 6982K->745K(7616K), 0.0013893 secs] 20544K->14307K(24732K), 0.0014583 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
32.109: [GC 32.109: [ParNew: 7233K->659K(7616K), 0.0013131 secs] 20795K->14450K(24732K), 0.0014037 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
32.114: [GC 32.114: [ParNew: 7154K->408K(7616K), 0.0013363 secs] 20944K->14418K(24732K), 0.0014012 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
32.121: [GC 32.121: [ParNew: 6928K->434K(7616K), 0.0009218 secs] 20938K->14444K(24732K), 0.0009904 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
32.126: [GC 32.126: [ParNew: 6937K->452K(7616K), 0.0012667 secs] 20947K->14463K(24732K), 0.0013319 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
32.131: [GC 32.131: [ParNew: 6958K->895K(7616K), 0.0012576 secs] 20968K->14905K(24732K), 0.0013258 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
32.137: [GC 32.137: [ParNew: 7386K->247K(7616K), 0.0021916 secs] 21396K->15045K(24732K), 0.0022612 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
32.143: [GC 32.143: [ParNew: 6720K->273K(7616K), 0.0007365 secs] 21518K->15071K(24732K), 0.0007863 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
32.148: [GC 32.148: [ParNew: 6699K->461K(7616K), 0.0009656 secs] 21497K->15258K(24732K), 0.0010210 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
32.154: [GC 32.154: [ParNew: 6956K->602K(7616K), 0.0010370 secs] 21753K->15399K(24732K), 0.0010974 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
32.160: [GC 32.160: [ParNew: 7119K->687K(7616K), 0.0016096 secs] 21916K->15698K(24732K), 0.0016928 secs] [Times: user=0.01 sys=0.01, real=0.00 secs] 
32.166: [GC 32.166: [ParNew: 7193K->667K(7616K), 0.0012996 secs] 22203K->15868K(24732K), 0.0013663 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
32.174: [GC 32.174: [ParNew: 7104K->997K(7616K), 0.0015555 secs] 22305K->16485K(24732K), 0.0016279 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
32.181: [GC 32.181: [ParNew: 7525K->277K(7616K), 0.0013054 secs] 23013K->16538K(24732K), 0.0013737 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
32.187: [GC 32.187: [ParNew: 6785K->585K(7616K), 0.0015597 secs] 23046K->16846K(24732K), 0.0016334 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
32.193: [GC 32.193: [ParNew: 7110K->372K(7616K), 0.0012205 secs] 23372K->16907K(24732K), 0.0012848 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
32.200: [GC 32.200: [ParNew: 6887K->368K(7616K), 0.0008641 secs] 23422K->16902K(24732K), 0.0009167 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
32.205: [GC 32.205: [ParNew: 6892K->407K(7616K), 0.0010294 secs] 23427K->16941K(24732K), 0.0010883 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
32.210: [GC 32.210: [ParNew: 6882K->489K(7616K), 0.0010324 secs] 23416K->17023K(24732K), 0.0010894 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
32.216: [GC 32.216: [ParNew: 6998K->1072K(7616K), 0.0015095 secs] 23533K->17755K(24732K), 0.0015894 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
32.223: [GC 32.223: [ParNew: 7578K->303K(7616K), 0.0014612 secs]32.225: [Tenured: 17350K->8766K(17500K), 0.0720503 secs] 24261K->8766K(25116K), [Perm : 10706K->10706K(21248K)], 0.0738462 secs] [Times: user=0.07 sys=0.00, real=0.07 secs] 
32.304: [GC 32.304: [ParNew: 6517K->730K(7616K), 0.0013777 secs] 15284K->9497K(24732K), 0.0014490 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
32.310: [GC 32.310: [ParNew: 7251K->333K(7616K), 0.0012356 secs] 16017K->9707K(24732K), 0.0013060 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
32.316: [GC 32.316: [ParNew: 6861K->469K(7616K), 0.0014744 secs] 16235K->9842K(24732K), 0.0015411 secs] [Times: user=0.00 sys=0.01, real=0.00 secs] 
32.321: [GC 32.321: [ParNew: 6974K->503K(7616K), 0.0010631 secs] 16348K->9877K(24732K), 0.0011230 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
32.326: [GC 32.326: [ParNew: 6983K->704K(7616K), 0.0015435 secs] 16357K->10078K(24732K), 0.0016149 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
32.332: [GC 32.332: [ParNew: 7214K->572K(7616K), 0.0013406 secs] 16587K->10217K(24732K), 0.0014152 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
32.338: [GC 32.338: [ParNew: 7097K->1077K(7616K), 0.0015457 secs] 16743K->10788K(24732K), 0.0016163 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
32.343: [GC 32.343: [ParNew: 7604K->254K(7616K), 0.0013618 secs] 17315K->10672K(24732K), 0.0014319 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
32.349: [GC 32.349: [ParNew: 6777K->272K(7616K), 0.0007569 secs] 17195K->10690K(24732K), 0.0008059 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
32.354: [GC 32.354: [ParNew: 6771K->670K(7616K), 0.0011000 secs] 17188K->11088K(24732K), 0.0011630 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
32.361: [GC 32.361: [ParNew: 7140K->486K(7616K), 0.0013287 secs] 17558K->11096K(24732K), 0.0014639 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
32.367: [GC 32.367: [ParNew: 7013K->493K(7616K), 0.0009250 secs] 17623K->11103K(24732K), 0.0010498 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
32.372: [GC 32.372: [ParNew: 6999K->840K(7616K), 0.0012228 secs] 17609K->11450K(24732K), 0.0012897 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
32.378: [GC 32.378: [ParNew: 7365K->699K(7616K), 0.0014337 secs] 17975K->11712K(24732K), 0.0015053 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
32.383: [GC 32.383: [ParNew: 7179K->549K(7616K), 0.0013297 secs] 18192K->11837K(24732K), 0.0014038 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
32.392: [GC 32.392: [ParNew: 7064K->408K(7616K), 0.0009747 secs] 18351K->11760K(24732K), 0.0010331 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
32.398: [GC 32.398: [ParNew: 6919K->532K(7616K), 0.0009556 secs] 18271K->11884K(24732K), 0.0010111 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
32.404: [GC 32.404: [ParNew: 7059K->579K(7616K), 0.0010062 secs] 18411K->11931K(24732K), 0.0010663 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
32.410: [GC 32.410: [ParNew: 7107K->328K(7616K), 0.0009805 secs] 18459K->11805K(24732K), 0.0010599 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
32.415: [GC 32.415: [ParNew: 6849K->349K(7616K), 0.0009117 secs] 18326K->11825K(24732K), 0.0009681 secs] [Times: user=0.00 sys=0.01, real=0.00 secs] 
32.421: [GC 32.421: [ParNew: 6864K->697K(7616K), 0.0012274 secs] 18341K->12174K(24732K), 0.0013003 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
32.426: [GC 32.427: [ParNew: 7217K->962K(7616K), 0.0015131 secs] 18694K->12605K(24732K), 0.0015956 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
32.432: [GC 32.432: [ParNew: 7467K->629K(7616K), 0.0015135 secs] 19110K->12772K(24732K), 0.0015854 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
32.440: [GC 32.440: [ParNew: 7149K->639K(7616K), 0.0012348 secs] 19291K->12939K(24732K), 0.0013145 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
32.446: [GC 32.446: [ParNew: 7157K->908K(7616K), 0.0014425 secs] 19457K->13465K(24732K), 0.0015337 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
32.452: [GC 32.452: [ParNew: 7429K->296K(7616K), 0.0012966 secs] 19986K->13483K(24732K), 0.0013682 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
32.457: [GC 32.458: [ParNew: 6790K->271K(7616K), 0.0007550 secs] 19977K->13457K(24732K), 0.0008019 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
32.464: [GC 32.464: [ParNew: 6762K->728K(7616K), 0.0009026 secs] 19948K->13914K(24732K), 0.0009690 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
32.469: [GC 32.469: [ParNew: 7245K->567K(7616K), 0.0013856 secs] 20431K->13936K(24732K), 0.0014614 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
32.474: [GC 32.474: [ParNew: 7092K->554K(7616K), 0.0013814 secs] 20461K->13956K(24732K), 0.0014503 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
32.480: [GC 32.480: [ParNew: 7006K->545K(7616K), 0.0012400 secs] 20408K->14291K(24732K), 0.0013064 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
32.485: [GC 32.485: [ParNew: 7070K->933K(7616K), 0.0024657 secs] 20817K->14679K(24732K), 0.0025457 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
32.492: [GC 32.492: [ParNew: 7460K->647K(7616K), 0.0012814 secs] 21207K->14756K(24732K), 0.0013573 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
32.497: [GC 32.497: [ParNew: 7153K->166K(7616K), 0.0014390 secs] 21263K->14737K(24732K), 0.0015083 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
32.503: [GC 32.503: [ParNew: 6652K->334K(7616K), 0.0008141 secs] 21223K->14905K(24732K), 0.0008629 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
32.508: [GC 32.508: [ParNew: 6822K->761K(7616K), 0.0011355 secs] 21394K->15332K(24732K), 0.0012024 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
32.513: [GC 32.513: [ParNew: 7284K->365K(7616K), 0.0011442 secs] 21856K->15274K(24732K), 0.0012063 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
32.518: [GC 32.518: [ParNew: 6805K->371K(7616K), 0.0010789 secs] 21714K->15281K(24732K), 0.0011370 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
32.523: [GC 32.523: [ParNew: 6877K->630K(7616K), 0.0011349 secs] 21787K->15539K(24732K), 0.0011976 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
32.528: [GC 32.528: [ParNew: 7124K->400K(7616K), 0.0011908 secs] 22034K->15557K(24732K), 0.0012570 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
32.534: [GC 32.534: [ParNew: 6885K->495K(7616K), 0.0008803 secs] 22042K->15651K(24732K), 0.0009373 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
32.539: [GC 32.539: [ParNew: 7011K->962K(7616K), 0.0012167 secs] 22168K->16119K(24732K), 0.0012907 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
32.546: [GC 32.546: [ParNew: 7474K->312K(7616K), 0.0012895 secs] 22631K->16154K(24732K), 0.0013750 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
32.551: [GC 32.551: [ParNew: 6826K->395K(7616K), 0.0009506 secs] 22667K->16237K(24732K), 0.0010018 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
32.557: [GC 32.557: [ParNew: 6908K->437K(7616K), 0.0012325 secs] 22750K->16278K(24732K), 0.0013018 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
32.562: [GC 32.562: [ParNew: 6961K->1007K(7616K), 0.0018459 secs] 22802K->16848K(24732K), 0.0019348 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
32.570: [GC 32.570: [ParNew: 7487K->375K(7616K), 0.0013178 secs] 23329K->16983K(24732K), 0.0013897 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
32.575: [GC 32.575: [ParNew: 6902K->362K(7616K), 0.0009562 secs] 23510K->16970K(24732K), 0.0010057 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
32.580: [GC 32.580: [ParNew: 6866K->877K(7616K), 0.0011188 secs] 23475K->17485K(24732K), 0.0011824 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
32.587: [GC 32.587: [ParNew: 7405K->546K(7616K), 0.0021840 secs]32.589: [Tenured: 17369K->8305K(17500K), 0.0714422 secs] 24013K->8305K(25116K), [Perm : 10706K->10706K(21248K)], 0.0739845 secs] [Times: user=0.07 sys=0.00, real=0.08 secs] 
32.665: [GC 32.665: [ParNew: 6524K->376K(7616K), 0.0010640 secs] 14829K->8682K(24732K), 0.0011378 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
32.671: [GC 32.671: [ParNew: 6880K->423K(7616K), 0.0009311 secs] 15186K->8729K(24732K), 0.0010106 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
32.675: [GC 32.676: [ParNew: 6894K->426K(7616K), 0.0009406 secs] 15200K->8731K(24732K), 0.0009984 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
32.681: [GC 32.681: [ParNew: 6939K->792K(7616K), 0.0012578 secs] 15245K->9097K(24732K), 0.0013240 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
32.687: [GC 32.687: [ParNew: 7282K->813K(7616K), 0.0013881 secs] 15588K->9423K(24732K), 0.0014596 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
32.693: [GC 32.693: [ParNew: 7312K->494K(7616K), 0.0014703 secs] 15922K->9433K(24732K), 0.0015551 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
32.698: [GC 32.699: [ParNew: 7018K->793K(7616K), 0.0011822 secs] 15957K->9732K(24732K), 0.0012466 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
32.704: [GC 32.704: [ParNew: 7282K->699K(7616K), 0.0013848 secs] 16221K->9995K(24732K), 0.0014978 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
32.710: [GC 32.710: [ParNew: 7142K->500K(7616K), 0.0011666 secs] 16438K->10045K(24732K), 0.0012432 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
32.715: [GC 32.715: [ParNew: 6984K->933K(7616K), 0.0014243 secs] 16530K->10478K(24732K), 0.0014928 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
32.720: [GC 32.721: [ParNew: 7439K->908K(7616K), 0.0016524 secs] 16984K->10881K(24732K), 0.0017251 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
32.726: [GC 32.726: [ParNew: 7426K->436K(7616K), 0.0013012 secs] 17400K->10833K(24732K), 0.0013714 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
32.732: [GC 32.732: [ParNew: 6942K->1066K(7616K), 0.0013701 secs] 17338K->11462K(24732K), 0.0014392 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
32.737: [GC 32.737: [ParNew: 7586K->162K(7616K), 0.0022396 secs] 17983K->11576K(24732K), 0.0023169 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
32.745: [GC 32.745: [ParNew: 6661K->878K(7616K), 0.0012155 secs] 18075K->12292K(24732K), 0.0012951 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
32.751: [GC 32.751: [ParNew: 7387K->338K(7616K), 0.0010876 secs] 18801K->12212K(24732K), 0.0011645 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
32.759: [GC 32.760: [ParNew: 6735K->86K(7616K), 0.0010794 secs] 18610K->11960K(24732K), 0.0011689 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
32.768: [GC 32.768: [ParNew: 6614K->202K(7616K), 0.0010428 secs] 18488K->12077K(24732K), 0.0011363 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
32.774: [GC 32.774: [ParNew: 6705K->789K(7616K), 0.0011338 secs] 18579K->12664K(24732K), 0.0012161 secs] [Times: user=0.00 sys=0.01, real=0.00 secs] 
32.781: [GC 32.781: [ParNew: 7273K->284K(7616K), 0.0011634 secs] 19147K->12564K(24732K), 0.0012451 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
